productsCount,orderPrice,buyer,buyerCity,orderStatus,shippingPrice,orderDate,orderTime,type,buyerSatisfaction
2,14.98,Elžbieta Elžbietaitė,Kėdainiai,pristatytas,0.00,2020-08-19,8:6,internetu,3
4,23.96,Rimantas Rimantėlis,Kaunas,pristatytas,9.99,2017-07-22,11:13,internetu,4
2,29.98,Petras Petraitis,Šilutė,pristatytas,2.99,2023-03-09,11:59,internetu,5
4,59.96,Marius Marius,Pabradė,naujas,4.99,2024-04-22,9:10,internetu,5
5,107.95,Vytautas Vytenis,Anykščiai,pristatytas,4.99,2016-03-10,13:10,internetu,4
3,74.97,Aurimas Aurimaitė,Zarasai,pristatytas,9.99,2020-03-16,12:12,internetu,4
1,49.99,Jolanta Jolantaitė,Švenčionys,išsiųstas,2.99,2021-09-22,9:35,internetu,4
1,14.99,Dalia Dalinskaitė,Raseiniai,pristatytas,9.99,2020-03-19,14:13,parduotuvėje,5
5,72.95,Giedrė Giedrytė,Zarasai,naujas,2.99,2020-03-24,13:44,internetu,5
3,74.97,Marius Marius,Kretinga,pristatytas,2.99,2019-07-16,15:27,internetu,5
5,130.95,Ona Onaitė,Zarasai,patvirtintas,2.99,2022-11-28,9:37,internetu,3
1,49.99,Jolanta Jolantaitė,Šiauliai,patvirtintas,2.99,2019-12-11,9:41,internetu,2
3,65.97,Rimantas Rimantėlis,Druskininkai,pristatytas,0.00,2017-12-05,10:27,parduotuvėje,5
1,7.99,Rimantas Rimantėlis,Kėdainiai,pristatytas,2.99,2021-08-28,9:58,internetu,3
5,102.95,Ona Onaitė,Trakai,pristatytas,2.99,2021-07-07,13:14,internetu,5
2,12.98,Gintautas Gintautas,Zarasai,naujas,2.99,2022-01-23,9:18,internetu,2
5,60.95,Vitalijus Vitkus,Zarasai,pristatytas,19.99,2024-03-02,13:33,parduotuvėje,5
5,55.95,Petras Petraitis,Kėdainiai,patvirtintas,0.00,2016-12-03,12:5,internetu,2
1,9.99,Laima Laimaitė,Anykščiai,pristatytas,2.99,2020-01-30,9:24,internetu,5
3,61.97,Elžbieta Elžbietaitė,Kaunas,pristatytas,4.99,2017-08-11,14:7,internetu,4
1,5.99,Gintarė Gintarytė,Pakruojis,patvirtintas,9.99,2016-12-03,12:23,parduotuvėje,1
2,15.98,Aurimas Aurimaitė,Zarasai,pristatytas,0.00,2017-02-20,15:12,parduotuvėje,3
1,9.99,Rita Ritaitė,Panevėžys,atšauktas,2.99,2021-11-20,12:41,internetu,5
5,50.95,Elžbieta Elžbietaitė,Biržai,patvirtintas,2.99,2022-07-22,15:44,internetu,5
2,10.98,Bronius Bronius,Telšiai,naujas,19.99,2022-08-20,14:34,parduotuvėje,5
2,39.98,Laima Laimaitė,Elektrėnai,patvirtintas,2.99,2016-10-21,9:0,parduotuvėje,2
2,54.98,Kazimieras Kazimieraitis,Pabradė,pristatytas,19.99,2018-07-25,15:51,internetu,4
5,80.95,Rimantas Rimantėlis,Zarasai,pristatytas,2.99,2017-03-15,14:50,parduotuvėje,5
2,19.98,Elžbieta Elžbietaitė,Kaišiadorys,pristatytas,2.99,2016-09-13,9:50,internetu,5
4,115.96,Antanas Antanaitis,Trakai,pristatytas,9.99,2016-10-09,10:41,internetu,5
1,5.99,Inga Ingaitė,Ukmergė,atšauktas,2.99,2018-09-05,15:34,internetu,5
2,34.98,Aidas Aidaitis,Marijampolė,patvirtintas,9.99,2018-08-08,8:45,parduotuvėje,2
5,81.95,Aurimas Aurimaitė,Alytus,naujas,0.00,2019-05-27,8:57,internetu,5
3,72.97,Vaida Vaidaitė,Druskininkai,pristatytas,2.99,2020-09-25,9:1,internetu,3
3,87.97,Bronius Bronius,Visaginas,atšauktas,9.99,2023-01-03,14:30,parduotuvėje,4
3,20.97,Aidas Aidaitis,Zarasai,pristatytas,0.00,2019-08-02,13:13,internetu,5
1,7.99,Marius Marius,Kėdainiai,pristatytas,2.99,2016-03-03,12:39,internetu,4
4,25.96,Aurimas Aurimaitė,Plungė,pristatytas,19.99,2015-03-09,11:11,internetu,4
2,55.98,Vaida Vaidaitė,Palanga,pristatytas,4.99,2017-08-05,12:28,internetu,3
4,29.96,Marius Marius,Palanga,pristatytas,19.99,2021-12-21,8:37,internetu,5
4,75.96,Asta Astaitė,Marijampolė,atšauktas,2.99,2020-07-09,14:49,internetu,5
5,125.95,Aurimas Aurimaitė,Šilutė,pristatytas,2.99,2023-03-08,8:52,internetu,1
5,61.95,Vilma Vilmaitė,Kėdainiai,atšauktas,2.99,2018-01-30,11:26,internetu,5
2,15.98,Aldona Aldonaitė,Kaišiadorys,pristatytas,4.99,2022-02-13,13:14,internetu,5
4,82.96,Aurimas Aurimaitė,Kėdainiai,pristatytas,2.99,2023-10-12,9:41,internetu,3
4,31.96,Rasa Rasaitė,Panevėžys,pristatytas,4.99,2021-10-06,11:48,parduotuvėje,3
2,17.98,Jolanta Jolantaitė,Klaipėda,pristatytas,0.00,2019-10-11,11:33,internetu,5
1,9.99,Vaidas Vaidas,Alytus,pristatytas,19.99,2019-07-23,10:32,internetu,5
2,19.98,Dalia Dalinskaitė,Radviliškis,pristatytas,2.99,2018-11-05,15:34,internetu,4
3,129.97,Dalia Dalinskaitė,Pakruojis,pristatytas,19.99,2023-11-05,15:5,internetu,2
2,59.98,Jolanta Jolantaitė,Biržai,patvirtintas,2.99,2021-10-04,12:12,internetu,1
5,112.95,Aldona Aldonaitė,Zarasai,pristatytas,19.99,2015-04-11,15:38,internetu,2
3,64.97,Kazimieras Kazimieraitis,Palanga,išsiųstas,9.99,2020-10-26,10:35,internetu,2
1,7.99,Rimantas Rimantėlis,Kėdainiai,pristatytas,19.99,2018-06-04,8:37,parduotuvėje,3
4,30.96,Gintaras Gintaraitis,Visaginas,pristatytas,4.99,2018-07-29,14:51,internetu,5
5,107.95,Ona Onaitė,Palanga,pristatytas,9.99,2017-09-16,10:56,internetu,5
4,49.96,Aldona Aldonaitė,Ukmergė,pristatytas,2.99,2016-06-15,13:31,parduotuvėje,2
4,50.96,Inga Ingaitė,Pabradė,pristatytas,4.99,2024-04-04,13:41,parduotuvėje,2
2,24.98,Antanas Antanaitis,Kybartai,atšauktas,19.99,2024-03-12,12:1,internetu,5
4,44.96,Vytautas Vytenis,Kėdainiai,pristatytas,2.99,2015-08-30,8:8,internetu,3
2,79.98,Gintarė Gintarytė,Širvintos,pristatytas,2.99,2022-06-10,13:36,internetu,4
4,38.96,Jonas Jonaitis,Rokiškis,naujas,0.00,2015-10-17,15:53,parduotuvėje,5
1,5.99,Jolanta Jolantaitė,Utena,pristatytas,9.99,2016-09-04,11:7,internetu,5
1,4.99,Jolanta Jolantaitė,Palanga,pristatytas,9.99,2021-04-27,12:57,internetu,5
2,79.98,Rasa Rasaitė,Elektrėnai,patvirtintas,2.99,2023-03-17,12:40,parduotuvėje,5
3,23.97,Rasa Rasaitė,Alytus,pristatytas,19.99,2016-10-17,12:11,internetu,3
1,5.99,Vaida Vaidaitė,Kaišiadorys,pristatytas,2.99,2015-03-02,8:9,internetu,5
5,79.95,Aurimas Aurimaitė,Kupiškis,atšauktas,4.99,2016-10-22,13:41,internetu,1
1,5.99,Ona Onaitė,Mažeikiai,pristatytas,2.99,2020-11-08,15:2,internetu,3
3,63.97,Aurimas Aurimaitė,Kretinga,atšauktas,2.99,2019-05-10,10:54,internetu,2
5,54.95,Gintautas Gintautas,Palanga,atšauktas,4.99,2022-02-13,12:21,parduotuvėje,2
4,38.96,Giedrė Giedrytė,Neringa,patvirtintas,9.99,2018-06-08,9:1,parduotuvėje,4
5,164.95,Giedrius Giedraitis,Šiauliai,pristatytas,2.99,2020-09-30,11:28,parduotuvėje,1
2,57.98,Aurimas Aurimaitė,Švenčionys,pristatytas,2.99,2020-04-11,12:13,internetu,1
3,17.97,Gintautas Gintautas,Varėna,pristatytas,0.00,2018-03-25,14:8,parduotuvėje,2
4,35.96,Vytautas Vytenis,Lazdijai,pristatytas,2.99,2021-06-10,8:27,internetu,5
5,58.95,Marius Marius,Palanga,atšauktas,4.99,2015-04-29,8:8,parduotuvėje,3
4,35.96,Laima Laimaitė,Kazlų Rūda,pristatytas,2.99,2021-01-23,9:28,internetu,4
4,35.96,Ona Onaitė,Visaginas,patvirtintas,4.99,2022-02-22,11:15,internetu,5
4,84.96,Jonas Jonaitis,Zarasai,pristatytas,2.99,2019-02-13,9:33,internetu,2
9,139.91,Viktorija Viktorienė,Vilnius,pristatytas,4.99,2019-10-29,12:56,parduotuvėje,5
3,64.97,Bronius Bronius,Prienai,išsiųstas,2.99,2022-05-19,9:57,parduotuvėje,5
1,4.99,Aldona Aldonaitė,Šilutė,išsiųstas,19.99,2015-04-29,14:55,parduotuvėje,4
3,19.97,Vilma Vilmaitė,Kėdainiai,pristatytas,2.99,2022-06-15,10:3,internetu,2
5,103.95,Jolanta Jolantaitė,Joniškis,pristatytas,19.99,2018-10-11,13:59,parduotuvėje,5
2,13.98,Dalia Dalinskaitė,Kėdainiai,pristatytas,19.99,2016-07-29,13:21,internetu,3
1,29.99,Aurimas Aurimaitė,Jonava,pristatytas,2.99,2015-09-24,10:43,internetu,4
5,56.95,Elžbieta Elžbietaitė,Kėdainiai,pristatytas,2.99,2023-08-09,8:27,internetu,1
2,39.98,Petras Petraitis,Šilutė,pristatytas,2.99,2020-12-04,14:28,parduotuvėje,5
4,26.96,Antanas Antanaitis,Radviliškis,pristatytas,4.99,2015-09-28,8:5,internetu,5
4,72.96,Elžbieta Elžbietaitė,Kelmė,pristatytas,2.99,2019-10-30,10:1,internetu,5
2,59.98,Rimantas Rimantėlis,Kaišiadorys,naujas,0.00,2019-02-21,14:14,internetu,5
2,24.98,Ona Onaitė,Vilnius,pristatytas,0.00,2022-08-12,11:35,parduotuvėje,5
1,4.99,Jonas Jonaitis,Druskininkai,pristatytas,0.00,2023-03-05,11:54,internetu,5
2,55.98,Gintautas Gintautas,Kretinga,patvirtintas,2.99,2016-11-05,14:38,internetu,3
5,121.95,Vitalijus Vitkus,Anykščiai,pristatytas,2.99,2018-01-29,11:36,internetu,5
8,138.92,Dalia Dalinskaitė,Vilnius,pristatytas,2.99,2022-08-15,15:28,internetu,4
1,9.99,Marius Marius,Zarasai,pristatytas,19.99,2020-10-09,8:28,internetu,5
5,124.95,Marius Marius,Rokiškis,pristatytas,2.99,2023-09-12,10:18,internetu,3
5,79.95,Elžbieta Elžbietaitė,Utena,pristatytas,9.99,2015-09-17,11:23,parduotuvėje,5
5,92.95,Aurimas Aurimaitė,Kupiškis,išsiųstas,4.99,2023-08-12,12:39,internetu,2
1,5.99,Vitalijus Vitkus,Zarasai,pristatytas,19.99,2019-02-21,9:41,internetu,4
2,64.98,Aurimas Aurimaitė,Kėdainiai,pristatytas,2.99,2019-04-10,11:23,internetu,1
1,9.99,Rimantas Rimantėlis,Prienai,naujas,2.99,2023-01-29,13:53,parduotuvėje,2
4,82.96,Viktorija Viktorienė,Zarasai,naujas,0.00,2021-05-15,13:52,internetu,3
5,57.95,Marius Marius,Zarasai,pristatytas,0.00,2015-04-16,13:42,internetu,2
5,49.95,Ona Onaitė,Telšiai,pristatytas,2.99,2022-02-04,11:20,parduotuvėje,5
2,19.98,Ona Onaitė,Trakai,pristatytas,2.99,2016-01-11,11:16,parduotuvėje,5
4,29.96,Ona Onaitė,Šilutė,pristatytas,2.99,2021-09-26,11:9,internetu,5
4,79.96,Jolanta Jolantaitė,Kretinga,pristatytas,4.99,2016-11-02,13:1,internetu,2
4,37.96,Rimantas Rimantėlis,Kaišiadorys,išsiųstas,2.99,2015-04-25,14:57,parduotuvėje,5
4,24.96,Giedrė Giedrytė,Kybartai,pristatytas,2.99,2022-09-19,13:42,internetu,5
10,178.90,Gintautas Gintautas,Šiauliai,pristatytas,4.99,2020-09-24,8:2,internetu,4
5,127.95,Inga Ingaitė,Kėdainiai,išsiųstas,0.00,2023-03-07,9:57,parduotuvėje,5
2,14.98,Aidas Aidaitis,Utena,pristatytas,0.00,2023-11-25,11:11,internetu,4
1,4.99,Petras Petraitis,Ignalina,naujas,2.99,2018-04-05,11:47,internetu,5
3,79.97,Dalia Dalinskaitė,Prienai,pristatytas,2.99,2015-05-05,11:57,internetu,4
5,42.95,Vilma Vilmaitė,Telšiai,pristatytas,2.99,2022-10-10,14:37,parduotuvėje,5
3,20.97,Jolanta Jolantaitė,Joniškis,išsiųstas,0.00,2020-01-15,9:46,internetu,5
4,124.96,Ona Onaitė,Šiauliai,išsiųstas,2.99,2021-03-06,12:14,parduotuvėje,5
1,29.99,Petras Petraitis,Šilutė,pristatytas,2.99,2017-11-29,11:22,internetu,4
2,64.98,Jurgis Jurgis,Kaunas,pristatytas,2.99,2017-08-21,14:0,internetu,2
4,25.96,Gintaras Gintaraitis,Kupiškis,išsiųstas,2.99,2024-04-24,15:53,internetu,5
1,5.99,Vitalijus Vitkus,Grigiškės,atšauktas,4.99,2023-03-04,8:44,internetu,5
4,45.96,Aurimas Aurimaitė,Kaišiadorys,atšauktas,2.99,2019-01-10,10:11,internetu,4
1,9.99,Jolanta Jolantaitė,Kybartai,pristatytas,2.99,2024-01-11,9:27,parduotuvėje,2
4,33.96,Vytautas Vytenis,Anykščiai,atšauktas,9.99,2022-02-06,11:14,internetu,3
3,30.97,Vilma Vilmaitė,Jonava,naujas,2.99,2015-10-28,12:15,parduotuvėje,5
4,93.96,Ona Onaitė,Zarasai,pristatytas,2.99,2023-12-06,11:34,internetu,5
1,9.99,Ona Onaitė,Druskininkai,pristatytas,2.99,2019-09-02,9:50,internetu,4
1,14.99,Ona Onaitė,Plungė,pristatytas,9.99,2022-05-12,13:30,parduotuvėje,4
1,49.99,Rita Ritaitė,Šilutė,patvirtintas,9.99,2016-08-17,9:51,internetu,5
3,41.97,Laima Laimaitė,Zarasai,pristatytas,2.99,2019-10-21,14:17,internetu,5
5,52.95,Rita Ritaitė,Rokiškis,pristatytas,2.99,2015-07-23,12:42,parduotuvėje,5
3,45.97,Vytautas Vytenis,Plungė,atšauktas,2.99,2017-12-17,12:25,internetu,4
4,71.96,Petras Petraitis,Kėdainiai,pristatytas,4.99,2017-03-13,8:57,internetu,2
1,9.99,Marius Marius,Neringa,pristatytas,4.99,2021-03-31,9:50,parduotuvėje,2
5,147.95,Ona Onaitė,Kėdainiai,pristatytas,4.99,2014-10-14,13:41,internetu,5
3,70.97,Marius Marius,Kėdainiai,išsiųstas,2.99,2016-12-22,13:26,internetu,3
3,23.97,Vaida Vaidaitė,Tauragė,pristatytas,2.99,2016-01-27,11:25,internetu,5
2,17.98,Gintautas Gintautas,Kalvarija,patvirtintas,0.00,2015-10-28,10:33,parduotuvėje,1
4,27.96,Gintaras Gintaraitis,Mažeikiai,pristatytas,19.99,2017-03-30,13:13,internetu,3
5,57.95,Elžbieta Elžbietaitė,Kybartai,pristatytas,2.99,2023-04-27,9:13,parduotuvėje,4
1,29.99,Rimantas Rimantėlis,Kaišiadorys,pristatytas,19.99,2016-08-21,13:44,internetu,4
7,108.93,Jolanta Jolantaitė,Vilnius,atšauktas,2.99,2020-04-02,14:9,internetu,5
1,49.99,Jurgis Jurgis,Plungė,išsiųstas,19.99,2023-11-02,14:25,internetu,3
3,22.97,Jonas Jonaitis,Zarasai,atšauktas,19.99,2015-12-02,13:12,internetu,3
1,9.99,Giedrius Giedraitis,Panevėžys,pristatytas,4.99,2019-04-24,15:8,internetu,5
2,55.98,Marius Marius,Šalčininkai,pristatytas,0.00,2021-11-22,10:19,internetu,5
2,14.98,Vaidas Vaidas,Visaginas,pristatytas,4.99,2021-11-03,13:0,internetu,5
3,49.97,Jolanta Jolantaitė,Šilutė,išsiųstas,2.99,2017-11-04,10:20,internetu,5
1,49.99,Asta Astaitė,Radviliškis,pristatytas,2.99,2022-08-30,12:8,internetu,4
4,62.96,Jolanta Jolantaitė,Šilutė,pristatytas,4.99,2017-03-20,9:9,internetu,5
2,79.98,Ona Onaitė,Zarasai,pristatytas,2.99,2015-03-17,8:4,internetu,2
5,69.95,Aurimas Aurimaitė,Šilutė,naujas,2.99,2020-10-08,12:35,internetu,3
1,9.99,Vaida Vaidaitė,Marijampolė,išsiųstas,2.99,2022-08-25,8:50,internetu,4
5,47.95,Jolanta Jolantaitė,Širvintos,pristatytas,0.00,2022-12-06,15:44,parduotuvėje,5
1,14.99,Aurimas Aurimaitė,Zarasai,pristatytas,0.00,2024-02-17,14:13,internetu,4
2,79.98,Vitalijus Vitkus,Tauragė,pristatytas,2.99,2019-07-30,12:39,parduotuvėje,4
5,86.95,Petras Petraitis,Šilutė,pristatytas,2.99,2024-03-07,13:49,internetu,3
4,78.96,Marius Marius,Marijampolė,pristatytas,19.99,2024-04-26,15:28,parduotuvėje,5
4,58.96,Aldona Aldonaitė,Telšiai,pristatytas,2.99,2015-03-02,11:17,parduotuvėje,5
4,74.96,Ona Onaitė,Alytus,pristatytas,19.99,2021-07-07,11:20,internetu,5
2,44.98,Laima Laimaitė,Raseiniai,patvirtintas,4.99,2020-03-15,15:42,parduotuvėje,3
3,69.97,Giedrė Giedrytė,Švenčionys,pristatytas,2.99,2019-04-07,9:5,internetu,5
4,50.96,Rimantas Rimantėlis,Šilutė,pristatytas,0.00,2016-11-11,15:14,internetu,5
1,14.99,Aurimas Aurimaitė,Kaišiadorys,pristatytas,19.99,2022-02-20,11:15,parduotuvėje,2
2,79.98,Jolanta Jolantaitė,Ignalina,pristatytas,19.99,2022-02-04,12:9,internetu,3
2,24.98,Gintaras Gintaraitis,Ukmergė,pristatytas,19.99,2015-03-21,8:10,internetu,3
4,139.96,Ona Onaitė,Kėdainiai,išsiųstas,2.99,2015-04-22,10:58,parduotuvėje,5
2,59.98,Jonas Jonaitis,Pakruojis,išsiųstas,0.00,2022-03-31,15:35,internetu,5
2,15.98,Marius Marius,Neringa,pristatytas,19.99,2017-01-13,9:58,parduotuvėje,4
5,81.95,Vytautas Vytenis,Šilutė,pristatytas,2.99,2024-01-06,15:57,internetu,4
10,85.90,Gintaras Gintaraitis,Klaipėda,pristatytas,19.99,2024-04-22,15:49,internetu,3
1,5.99,Gintarė Gintarytė,Visaginas,pristatytas,19.99,2022-04-22,11:26,parduotuvėje,5
2,13.98,Vaida Vaidaitė,Kazlų Rūda,pristatytas,4.99,2017-07-06,8:35,internetu,3
5,63.95,Jonas Jonaitis,Kaišiadorys,naujas,2.99,2019-09-07,11:36,parduotuvėje,5
1,14.99,Asta Astaitė,Kėdainiai,pristatytas,2.99,2015-05-26,8:21,internetu,5
3,64.97,Marius Marius,Prienai,atšauktas,2.99,2019-12-29,10:46,internetu,1
4,55.96,Marius Marius,Ignalina,pristatytas,0.00,2015-09-03,12:13,internetu,5
5,97.95,Viktorija Viktorienė,Utena,išsiųstas,9.99,2023-10-24,12:11,internetu,5
4,73.96,Gintaras Gintaraitis,Šilutė,patvirtintas,9.99,2022-08-07,13:25,parduotuvėje,1
1,14.99,Gintautas Gintautas,Kupiškis,pristatytas,4.99,2023-05-27,8:35,internetu,5
4,29.96,Gintarė Gintarytė,Zarasai,pristatytas,9.99,2021-04-06,9:10,parduotuvėje,5
4,77.96,Ona Onaitė,Anykščiai,pristatytas,19.99,2020-09-17,13:17,internetu,4
3,45.97,Gintarė Gintarytė,Šilutė,pristatytas,0.00,2015-11-30,15:46,internetu,5
7,73.93,Elžbieta Elžbietaitė,Šiauliai,pristatytas,19.99,2022-05-19,11:29,internetu,5
4,35.96,Jolanta Jolantaitė,Šilutė,pristatytas,19.99,2017-01-14,9:40,internetu,4
1,5.99,Vytautas Vytenis,Zarasai,naujas,4.99,2016-09-06,13:23,parduotuvėje,4
3,32.97,Dalia Dalinskaitė,Kaišiadorys,patvirtintas,4.99,2024-04-14,13:4,internetu,4
5,129.95,Bronius Bronius,Vilnius,atšauktas,4.99,2018-02-01,9:41,parduotuvėje,4
1,7.99,Rimantas Rimantėlis,Prienai,naujas,2.99,2020-02-13,13:5,internetu,1
2,57.98,Asta Astaitė,Zarasai,pristatytas,2.99,2023-03-09,10:26,internetu,2
1,49.99,Vaida Vaidaitė,Radviliškis,pristatytas,2.99,2021-03-13,12:48,internetu,5
2,59.98,Vytautas Vytenis,Kėdainiai,pristatytas,2.99,2023-09-26,8:52,parduotuvėje,5
3,109.97,Vilma Vilmaitė,Kėdainiai,pristatytas,2.99,2016-11-26,10:45,internetu,4
4,34.96,Petras Petraitis,Neringa,patvirtintas,4.99,2020-06-04,8:44,parduotuvėje,2
3,20.97,Gintautas Gintautas,Radviliškis,pristatytas,4.99,2022-01-30,15:0,internetu,3
1,5.99,Dalia Dalinskaitė,Mažeikiai,atšauktas,19.99,2023-07-28,8:3,internetu,5
1,5.99,Bronius Bronius,Šalčininkai,atšauktas,2.99,2017-07-23,13:31,internetu,3
3,19.97,Aurimas Aurimaitė,Kupiškis,pristatytas,2.99,2018-02-26,15:35,internetu,5
4,39.96,Vaidas Vaidas,Joniškis,pristatytas,0.00,2021-08-15,14:47,internetu,5
5,80.95,Vaida Vaidaitė,Šilutė,pristatytas,2.99,2017-05-26,14:18,internetu,3
3,49.97,Vilma Vilmaitė,Kelmė,pristatytas,2.99,2018-07-03,11:30,internetu,5
4,55.96,Jurgis Jurgis,Šilutė,atšauktas,2.99,2018-11-25,12:0,internetu,5
5,105.95,Kazimieras Kazimieraitis,Visaginas,pristatytas,4.99,2022-09-26,12:17,internetu,3
2,59.98,Aurimas Aurimaitė,Kaišiadorys,pristatytas,2.99,2020-11-09,9:24,internetu,2
5,45.95,Kazimieras Kazimieraitis,Pakruojis,pristatytas,4.99,2022-05-15,9:27,parduotuvėje,5
2,15.98,Marius Marius,Vilnius,pristatytas,9.99,2023-04-14,8:58,parduotuvėje,2
1,29.99,Aidas Aidaitis,Telšiai,išsiųstas,2.99,2016-06-03,12:3,internetu,5
4,38.96,Ona Onaitė,Klaipėda,pristatytas,2.99,2015-08-15,12:57,parduotuvėje,5
1,9.99,Ona Onaitė,Marijampolė,naujas,2.99,2020-06-21,15:30,parduotuvėje,4
3,20.97,Vaidas Vaidas,Pakruojis,pristatytas,0.00,2016-07-02,10:52,internetu,2
1,9.99,Bronius Bronius,Rokiškis,pristatytas,2.99,2016-05-02,10:13,internetu,5
4,29.96,Asta Astaitė,Šilutė,patvirtintas,2.99,2018-09-07,14:52,internetu,3
4,30.96,Gintarė Gintarytė,Utena,pristatytas,4.99,2022-11-04,11:13,internetu,4
3,23.97,Aurimas Aurimaitė,Druskininkai,pristatytas,2.99,2019-07-10,8:10,internetu,5
1,9.99,Aurimas Aurimaitė,Tauragė,pristatytas,9.99,2018-12-18,10:13,internetu,5
1,49.99,Jolanta Jolantaitė,Joniškis,naujas,19.99,2024-05-23,14:59,parduotuvėje,2
5,129.95,Jolanta Jolantaitė,Jonava,pristatytas,2.99,2024-04-05,13:1,internetu,5
3,25.97,Vytautas Vytenis,Kretinga,pristatytas,2.99,2022-04-01,8:53,internetu,3
2,54.98,Jolanta Jolantaitė,Palanga,pristatytas,9.99,2024-03-14,9:23,parduotuvėje,5
1,49.99,Viktorija Viktorienė,Kalvarija,naujas,19.99,2018-04-18,15:29,internetu,4
4,59.96,Laima Laimaitė,Šilutė,pristatytas,2.99,2015-03-17,12:47,internetu,5
4,73.96,Inga Ingaitė,Mažeikiai,pristatytas,4.99,2023-04-19,14:15,parduotuvėje,5
2,29.98,Jolanta Jolantaitė,Kaišiadorys,pristatytas,2.99,2017-03-05,15:41,internetu,2
4,28.96,Inga Ingaitė,Varėna,išsiųstas,2.99,2018-04-30,15:4,internetu,4
4,55.96,Bronius Bronius,Tauragė,pristatytas,4.99,2018-11-24,10:33,internetu,5
4,64.96,Vaida Vaidaitė,Prienai,pristatytas,4.99,2023-02-24,15:45,internetu,5
2,59.98,Rita Ritaitė,Zarasai,pristatytas,2.99,2024-06-03,9:1,internetu,4
5,56.95,Jolanta Jolantaitė,Zarasai,išsiųstas,9.99,2021-09-26,10:50,internetu,5
1,7.99,Rita Ritaitė,Joniškis,pristatytas,4.99,2017-02-27,14:17,internetu,5
4,35.96,Jolanta Jolantaitė,Kaišiadorys,pristatytas,2.99,2022-11-25,12:19,parduotuvėje,3
1,29.99,Bronius Bronius,Panevėžys,pristatytas,2.99,2019-07-20,14:42,internetu,4
1,5.99,Jolanta Jolantaitė,Ignalina,pristatytas,9.99,2021-04-09,11:17,internetu,2
4,31.96,Giedrė Giedrytė,Panevėžys,išsiųstas,2.99,2018-08-28,8:3,parduotuvėje,5
4,24.96,Jolanta Jolantaitė,Alytus,pristatytas,4.99,2023-07-15,13:35,parduotuvėje,5
4,53.96,Aurimas Aurimaitė,Ukmergė,pristatytas,2.99,2021-09-09,12:25,parduotuvėje,3
4,33.96,Gintautas Gintautas,Palanga,pristatytas,9.99,2023-09-27,13:14,internetu,5
1,29.99,Rita Ritaitė,Kaišiadorys,pristatytas,2.99,2015-12-21,11:50,internetu,2
1,49.99,Aurimas Aurimaitė,Šilutė,pristatytas,9.99,2018-06-02,8:28,internetu,3
3,49.97,Inga Ingaitė,Šilutė,naujas,4.99,2024-01-07,8:24,internetu,5
1,29.99,Vitalijus Vitkus,Panevėžys,išsiųstas,2.99,2019-02-23,13:19,internetu,3
1,4.99,Rasa Rasaitė,Zarasai,pristatytas,2.99,2021-09-17,8:1,internetu,2
4,93.96,Vilma Vilmaitė,Anykščiai,atšauktas,4.99,2019-04-21,14:30,internetu,5
1,7.99,Inga Ingaitė,Šilutė,pristatytas,2.99,2018-09-08,14:5,internetu,4
4,68.96,Bronius Bronius,Kaišiadorys,pristatytas,2.99,2020-04-20,14:11,internetu,3
5,120.95,Rita Ritaitė,Plungė,pristatytas,2.99,2015-04-27,11:36,internetu,4
1,4.99,Rita Ritaitė,Širvintos,pristatytas,2.99,2014-11-25,11:34,internetu,2
1,4.99,Jolanta Jolantaitė,Neringa,pristatytas,19.99,2022-11-09,15:22,internetu,4
1,5.99,Aurimas Aurimaitė,Grigiškės,pristatytas,2.99,2023-03-22,12:24,internetu,5
2,39.98,Gintautas Gintautas,Kalvarija,pristatytas,9.99,2021-03-30,10:2,internetu,3
4,45.96,Vaidas Vaidas,Ukmergė,pristatytas,2.99,2021-12-16,10:4,parduotuvėje,5
3,28.97,Marius Marius,Šilutė,pristatytas,9.99,2022-03-12,13:56,internetu,3
5,129.95,Rasa Rasaitė,Švenčionys,pristatytas,9.99,2019-10-29,15:20,parduotuvėje,2
1,9.99,Gintaras Gintaraitis,Kupiškis,pristatytas,4.99,2016-12-20,15:28,internetu,4
4,75.96,Marius Marius,Biržai,pristatytas,2.99,2017-04-20,15:30,internetu,5
4,40.96,Gintarė Gintarytė,Kaišiadorys,pristatytas,2.99,2018-02-06,13:5,internetu,1
4,51.96,Aurimas Aurimaitė,Radviliškis,pristatytas,9.99,2023-04-21,10:39,parduotuvėje,5
4,94.96,Ona Onaitė,Kelmė,pristatytas,2.99,2020-02-11,8:40,parduotuvėje,4
5,78.95,Vaida Vaidaitė,Kaišiadorys,pristatytas,19.99,2017-03-21,15:4,internetu,3
3,21.97,Gintautas Gintautas,Šilutė,naujas,4.99,2020-05-11,12:33,parduotuvėje,4
3,32.97,Marius Marius,Lazdijai,pristatytas,2.99,2015-12-17,8:33,internetu,4
4,35.96,Aldona Aldonaitė,Neringa,pristatytas,4.99,2024-03-18,13:0,internetu,5
2,34.98,Marius Marius,Šalčininkai,pristatytas,0.00,2018-04-13,10:7,internetu,2
5,60.95,Gintarė Gintarytė,Šilutė,pristatytas,9.99,2015-05-30,13:33,internetu,2
3,64.97,Vytautas Vytenis,Zarasai,atšauktas,2.99,2014-11-06,11:39,internetu,4
5,41.95,Aidas Aidaitis,Alytus,pristatytas,9.99,2021-06-10,13:41,parduotuvėje,5
1,9.99,Marius Marius,Kelmė,išsiųstas,4.99,2018-05-10,11:8,internetu,2
